mmp_ID	DB	assembly_accession	bioproject_accession	biosample_accession	genbank_accession	NCBI_refseq_accession	analysis_project_type	sequencing_depth	publication_pmid	ref_biomaterial	tRNAs	rRNA5S	rRNA16S	rRNA23S	GC	contigs	Assembly_length	N50	genomes	markers	marker_sets	zero	one	two	three	four	fivepluss	Completeness	Contamination	Strain_heterogeneity
MMP0260357	MarRef	GCA_000024825.1	PRJNA40507	SAMN02603570	CP001805|CP001806	NC_013456.1|NC_013457.1	Whole genome sequencing (WGS)	missing	missing	missing	13	10	9	9	44.86423656	2	5452647	3478307	80	922	367	0	921	1	0	0	0	100	0.27	0
MMP02603608	MarRef	GCA_000267545.1	PRJNA167996	SAMN02603608	CP003677.1	NC_018028.1	Whole genome sequencing (WGS)	24|40|00	23144395	3202629	64	4	4	4	62.66553183	1	4709065	4709065	228	583	244	0	582	1	0	0	0	100	0.14	0
MMP02603620	MarRef	GCA_000155735.2	PRJNA19331	SAMN02603620	CP003742.1|CP003743.1|CP003744.1	NC_020908.1|NC_020909.1|NC_020910.1	Whole genome sequencing (WGS)	missing	23671678	10.1016/S0723-2020(97)80003-3	49	2	2	2	55.14906314	3	5478250	5200279	67	614	328	3	608	3	0	0	0	99.29	0.91	33.33
MMP02603621	MarRef	GCA_000155675.2	PRJNA19333	SAMN02603621	CP003741.1|CP003740.1	NC_020911.1|NC_020907.1	Whole genome sequencing (WGS)	missing	23671678	10.1016/S0723-2020(97)80003-3	51	2	2	2	54.61604711	2	4875482	4812600	67	614	328	2	610	2	0	0	0	99.39	0.35	0
MMP02603622	MarRef	GCA_000154745.2	PRJNA19353	SAMN02603622	CP002972.1|CP002973.1|CP002974.1|CP002975.1	NC_018286.1|NC_018421.1|NC_018422.1|NC_018423.1	Whole genome sequencing (WGS)	missing	22717884	22717884	1	4	4	4	59.77786633	4	4160919	3758274	32	625	283	3	622	0	0	0	0	99.42	0	0
MMP02603624	MarRef	GCA_000154785.2	PRJNA19357	SAMN02603624	CP002623.1|CP002624.1|CP002625.1|CP002626.1	NC_015730.1| NC_015729.1|NC_015728.1|NC_015741.1	Whole genome sequencing (WGS)	missing	21693016	10.1016/S0723-2020(11)80292-4	38	1	1	1	57.23111612	4	4745451	4505211	56	582	313	3	578	1	0	0	0	99.25	0.32	0
MMP02603625	MarRef	GCA_000151105.2	PRJNA19379	SAMN02603625	CP002372.1|CP002373.1	NC_014804.1|NC_015471.1	Whole genome sequencing (WGS)	missing	21217005	10319455	47	2	1	1	41.66672722	2	2064238	2010078	45	299	202	1	298	0	0	0	0	99.5	0	0
MMP02603626	MarRef	GCA_000151205.2	PRJNA19381	SAMN02603626	CP002952.1	NC_016051.1	Whole genome sequencing (WGS)	missing	22123768	15164268	46	2	1	1	54.78099412	1	2086429	2086429	45	299	202	0	299	0	0	0	0	100	0	0
MMP02603627	MarRef	GCA_000020845.1	PRJNA19393	SAMN02603627	CP001133|CP001139|CP001134	NC_011186.1|NC_011184.1|NC_011185.1	Whole genome sequencing (WGS)	8.57	19182778	missing	12	8	10	10	38.19941483	3	4503337	2905029	80	920	366	1	916	3	0	0	0	99.93	0.68	33.33
MMP02603664	MarRef	GCA_000196395.1	PRJNA16723	SAMN02603664	CP000644|AY301063|AY301064|AY301065|CP000645|CP000646	NC_009348.1|NC_004923.1|NC_004925.1|NC_004924.1|NC_009349.1|NC_009350	Whole genome sequencing (WGS)	missing	12932739|10.1186/1471-2164-9-427	missing	111	10	9	9	58.18095536	6	5040537	4702402	541	304	171	0	303	1	0	0	0	100	0.58	100
MMP02603679	MarRef	GCA_000246985.3	PRJNA81925	SAMN02603679	CP006670.1	NC_022084.1	Whole genome sequencing (WGS)	1000	22493191	10.1007/BF00408055	47	2	1	1	43.08717337	1	2215173	2215173	45	299	202	1	297	1	0	0	0	99.5	0.5	0
MMP02603684	MarRef	GCA_000018885.1	PRJNA19227	SAMN02603684	CP000910	NC_010168	Whole genome sequencing (WGS)	missing	18723615	Http://www.microbiologyresearch.org/docserver/fulltext/ijsem/30/2/ijs-30-2-496.pdf?expires=1480422310&id=id&accname=guest&checksum=9E1F9C651BFA1F7AE10C043F87A940D3	45	2	2	2	56.27132557	1	3155251	3155251	39	457	218	4	451	2	0	0	0	99.02	0.49	0
MMP02603689	MarRef	GCA_000217675.1	PRJNA51883	SAMN02603689	CP002284|CP002285	NC_015633.1|NC_015637.1|NC_005250.1	Whole genome sequencing (WGS)	missing	21576332	924679	4	8	7	6	44.51172457	2	4052048	3063912	77	946	363	1	944	1	0	0	0	99.86	0.28	0
MMP02603690	MarRef	GCA_000012345.1	PRJNA13989	SAMN02603690	CP000084	NC_007205.1	Whole genome sequencing (WGS)	missing	16109880	missing	32	1	1	1	29.68308145	1	1308760	1308760	83	324	211	0	323	1	0	0	0	100	0.47	0
MMP02603718	MarRef	GCA_000220645.1	PRJNA68579	SAMN02603718	CP002913.1	NC_015847.1	Metagenome assembled genome (MAG)	missing	21914896	missing	38	3	2	2	32.94068748	1	1746698	1746698	32	308	210	2	306	0	0	0	0	99.5	0	0
MMP02603855	MarRef	GCA_000023465.1	PRJNA38641	SAMN02603855	CP001650	NC_014041.1	Whole genome sequencing (WGS)	missing	20398413	17391365	49	0	3	3	36.21845303	1	5128188	5128188	33	496	263	1	493	2	0	0	0	99.62	0.57	0
MMP02603856	MarRef	GCA_000184065.1	PRJNA39311	SAMN02603856	CP001796|CP001797	NC_014800.1|NC_014803.1	Whole genome sequencing (WGS)	missing	20703316	Http://qdhys.ijournal.cn/hykx/ch/reader/create_pdf.aspx?file_no=20010102	63	0	8	8	40.27938383	2	4037672	3332787	26	752	296	0	750	2	0	0	0	100	0.34	0
MMP02603857	MarRef	GCA_000226565.1	PRJNA73073	SAMN02603857	CP003060.1	NC_016041.1	Whole genome sequencing (WGS)	missing	22123761	16957118	55	4	4	4	42.29862448	1	4134230	4134230	52	693	297	0	689	4	0	0	0	100	0.9	0
MMP02603867	MarRef	GCA_000215995.1	PRJNA66055	SAMN02603867	CP002779.1	NC_015680.1	Whole genome sequencing (WGS)	missing	21705594	21239564	47	2	1	1	51.63750613	1	1716819	1716819	45	299	202	0	299	0	0	0	0	100	0	0
MMP02603906	MarRef	GCA_000209655.1	PRJNA65659	SAMN02603906	CP002663.1|CP002664	NC_015458.1|NC_015459.1	Whole genome sequencing (WGS)	13.8	21622753	21622753	49	0	2	2	56.91055108	2	3924811	3883605	235	419	211	0	419	0	0	0	0	100	0	0
MMP02603914	MarRef	GCA_000418305.1	PRJNA209108	SAMN02603914	CP006265.1|CP006267.1|CP006268.1|CP006266.1	NC_021661.1|NC_021662.1|NC_021669.1|NC_021668.1	Whole genome sequencing (WGS)	17	24051316	10.1111/j.1751-8369.2010.00189.x	49	4	4	4	42.41928144	4	3114000	3079438	87	674	364	0	674	0	0	0	0	100	0	0
MMP02603915	MarRef	GCA_000020585.3	PRJNA13374	SAMN02603915	CP001103	NC_011138.1	Whole genome sequencing (WGS)	missing	18670397	missing	64	6	5	5	44.86871831	1	4480938	4480938	52	693	297	3	685	5	0	0	0	99.85	0.85	20
MMP02603916	MarRef	GCA_000024125.1	PRJNA13461	SAMN02603916	CP001712	NC_013222.1	Whole genome sequencing (WGS)	missing	19767438	15280276	41	0	2	2	55.29329254	1	3530384	3530384	47	571	303	3	567	1	0	0	0	99.01	0.11	0
MMP02603917	MarRef	GCA_000015705.1	PRJNA13496	SAMN02603917	CP000554	NC_008820	Whole genome sequencing (WGS)	missing	18159947	9624000	46	0	2	2	50.00758571	1	2682676	2682676	129	471	367	0	470	1	0	0	0	100	0.14	0
MMP02603918	MarRef	GCA_000152825.2	PRJNA13509	SAMN02603918	CP002156	NC_014414.1	Whole genome sequencing (WGS)	missing	21037002	12892122	44	0	1	1	60.6560986	1	2902644	2902644	468	388	250	9	378	1	0	0	0	97.23	0.4	100
MMP02603919	MarRef	GCA_000153485.2	PRJNA13542	SAMN02603919	CP003879.1	NC_018721.1	Whole genome sequencing (WGS)	missing	missing	9639931	38	3	3	3	34.52528928	1	4321833	4321833	33	496	263	5	487	3	0	1	0	98.73	2.28	44.44
MMP02603920	MarRef	GCA_000152945.2	PRJNA13543	SAMN02603920	AANA00000000	NC_020830.1	Whole genome sequencing (WGS)	9	18552178	17215843	35	0	2	2	30.58845021	1	2961475	2961475	53	548	298	2	546	0	0	0	0	99.61	0	0
MMP02603921	MarRef	GCA_000015645.1	PRJNA13548	SAMN02603921	CP000551	NC_008816.1	Whole genome sequencing (WGS)	missing	18159947	missing	41	0	1	1	31.32153931	1	1669887	1669887	129	472	368	2	470	0	0	0	0	99.64	0	0
MMP02603922	MarRef	GCA_000196315.1	PRJNA13570	SAMN02603922	CP002046	NC_014230.1	Whole genome sequencing (WGS)	missing	20639333	12747413	37	0	2	2	33.90002987	1	2952963	2952963	33	496	263	1	494	1	0	0	0	99.62	0.19	0
MMP02603923	MarRef	GCA_000153165.2	PRJNA13595	SAMN02603923	CP002157	NC_014472.1	Whole genome sequencing (WGS)	missing	21037013	missing	41	0	3	3	36.08824182	1	4505801	4505801	47	571	303	2	566	3	0	0	0	99.5	0.38	0
MMP02603924	MarRef	GCA_000015665.1	PRJNA13617	SAMN02603924	CP000552	NC_008817.1	Whole genome sequencing (WGS)	missing	18159947	11872466	38	0	1	1	30.79417854	1	1704177	1704177	129	472	368	0	472	0	0	0	0	100	0	0
MMP02603926	MarRef	GCA_000264455.2	PRJNA76349	SAMN02603926	CP003236.1|CP003240.1|CP003239.1|CP003238.1|CP003237.1	NC_017956.1|NC_017959.1|NC_017958.1|NC_017966.1|NC_017957.1	Whole genome sequencing (WGS)	missing	22458477	22458477	3	4	4	4	68.07673227	5	6512984	3919492	63	336	201	0	335	1	0	0	0	100	0.25	0
MMP02603953	MarRef	GCA_000299965.1	PRJNA85601	SAMN02603953	CP003230.1	NC_018697.1	Whole genome sequencing (WGS)	missing	23144416	18430013	36	1	1	1	41.99888711	1	2363216	2363216	112	568	283	1	567	0	0	0	0	99.94	0	0
MMP02603955	MarRef	GCA_000184325.1	PRJNA53247	SAMN02603955	CP002377.1|CP002378.1	NC_016602.1|NC_016628.1	Whole genome sequencing (WGS)	missing	21217006	21217006	5	8	7	7	50.67242182	2	4916409	3294546	77	946	363	3	935	8	0	0	0	99.88	0.89	0
MMP02603960.1	MarRef	GCA_000017705.1	PRJNA19857	SAMN02603960	CP000789|CP000790|CP000791	NC_009783.1|NC_009784.1|NC_009777.1	Whole genome sequencing (WGS)	missing	20686623	missing	16	11	11	10	45.42053094	3	6058378	3765351	80	922	367	1	920	1	0	0	0	99.73	0.09	0
MMP02603960.2	MarRef	GCA_000017705.1	 PRJNA19857	SAMN02603960	CP000789|CP000790|CP000791	NC_022269.1|NC_022270.1|NC_022271.1	Whole genome sequencing (WGS)	22.5	24376440	9190823	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
MMP02603961	MarRef	GCA_000300005.1	PRJNA60443	SAMN02603961	CP003466.1	NC_018691.1	Whole genome sequencing (WGS)	missing	23144414	15879252	45	2	2	2	61.63156578	1	4928224	4928224	356	448	269	0	447	1	0	0	0	100	0.37	100
MMP02603984	MarRef	GCA_000091665.1	PRJNA102	SAMN02603984	L77117.1|L77118.1|L77119.1	NC_000909.1|NC_001732.1|NC_001733.1	Whole genome sequencing (WGS)	missing	8688087	10.1007/BF00425213	38	2	2	2	31.29355427	3	1739928	1664970	32	308	210	1	307	0	0	0	0	99.52	0	0
MMP02603985	MarRef	GCA_000008665.1	PRJNA104	SAMN02603985	AE000782.1	NC_000917.1	Whole genome sequencing (WGS)	6.7	9389475	missing	47	1	1	1	48.58166544	1	2178401	2178401	95	228	153	0	228	0	0	0	0	100	0	0
MMP02603986	MarRef	GCA_000008545.1	PRJNA111	SAMN02603986	AE000512	NC_000853.1	Whole genome sequencing (WGS)	missing	10360571	missing	47	1	1	1	46.24772602	1	1860726	1860726	5443	101	56	0	100	1	0	0	0	100	1.79	100
MMP02604001	MarRef	GCA_000012325.1	PRJNA275	SAMN02604001	CP000083	NC_003910.7	Whole genome sequencing (WGS)	missing	16043709	11234926	89	10	9	9	38.00542695	1	5373181	5373181	52	693	297	0	686	5	2	0	0	100	1.68	0
MMP02604003	MarRef	GCA_000011965.2	PRJNA281	SAMN02604003	CP000031|CP000032	NC_003911.12|NC_006569.1	Whole genome sequencing (WGS)	missing	25780504|15602564	13130004	2	3	3	3	64.06962066	2	4601049	4109437	56	582	313	2	580	0	0	0	0	99.36	0	0
MMP02604029	MarRef	GCA_000021565.1	PRJNA12526	SAMN02604029	CP001230|CP001231	NC_012440.1|NC_012439.1	Whole genome sequencing (WGS)	missing	19136599	12148650	42	2	2	2	37.08047416	2	1983967	1930284	138	338	246	1	329	8	0	0	0	99.8	1.83	12.5
MMP02604031	MarRef	GCA_000014585.1	PRJNA12530	SAMN02604031	CP000435	NC_008319.1	Whole genome sequencing (WGS)	missing	16938853	PMC 168750	44	0	2	2	52.44734052	1	2606749	2606749	129	472	368	1	471	0	0	0	0	99.73	0	0
MMP02604041	MarRef	GCA_000013025.1	PRJNA15721	SAMN02604041	CP000158	NC_008358.1	Whole genome sequencing (WGS)	missing	16980487	14221685	43	1	1	1	61.93028326	1	3705022	3705022	26	529	308	1	528	0	0	0	0	99.68	0	0
MMP02604045	MarRef	GCA_000013045.1	PRJNA16159	SAMN02604045	CP000159|CP000160	NC_007677.1|NC_007678.1	Whole genome sequencing (WGS)	missing	16330755	11931160	46	0	1	1	66.13482235	2	3587329	3551823	433	262	172	6	254	2	0	0	0	96.51	1.16	0
MMP02604075	MarRef	GCA_000007225.1	PRJNA172	SAMN02604075	AE009441.1	NC_003364.1	Whole genome sequencing (WGS)	missing	11792869	7692819	46	1	1	1	51.3625176	1	2222431	2222431	59	174	136	0	173	1	0	0	0	100	0.74	0
MMP02604082	MarRef	GCA_000015145.1	PRJNA208	SAMN02604082	CP000493.1	NC_008818.1	Whole genome sequencing (WGS)	missing	17350933	2113915	48	0	1	1	53.7367372	1	1667164	1667164	41	245	158	3	239	3	0	0	0	98.73	1.42	0
MMP02604118	MarRef	GCA_000299995.1	PRJNA65401	SAMN02604118	CP003845.1	NC_018692.1	Whole genome sequencing (WGS)	missing	23019517	missing	70	7	5	5	44.60783121	1	4480508	4480508	52	693	297	0	691	2	0	0	0	100	0.24	0
MMP02604119	MarRef	GCA_000310085.1	PRJNA65403	SAMN02604119	CP003917.1|CP003918.1	NC_019393.1|NC_019394.1	Whole genome sequencing (WGS)	missing	missing	missing	69	6	5	5	44.6828118	2	4947127	4643844	52	693	297	0	683	8	2	0	0	100	1.51	42.86
MMP02604120	MarRef	GCA_000300175.1	PRJNA65405	SAMN02604120	CP003873.1|CP003874.1	NC_018679.1|NC_018680.1	Whole genome sequencing (WGS)	missing	missing	missing	72	7	5	5	44.67951618	2	4674886	4629479	52	693	297	10	682	1	0	0	0	98.65	0.17	0
MMP02604121	MarRef	GCA_000299955.1	PRJNA65407	SAMN02604121	CP003844.1	NC_018678.1	Whole genome sequencing (WGS)	missing	23019517	missing	77	6	5	5	44.81261076	1	4601786	4601786	52	693	297	2	689	2	0	0	0	99.88	0.24	0
MMP02604122	MarRef	GCA_000439495.1	PRJNA191599	SAMN02604122	CP004848.1	NC_023045.1	Whole genome sequencing (WGS)	100	23729633	missing	67	7	5	5	44.82581954	1	4397538	4397538	52	693	297	10	675	6	2	0	0	98.71	1.94	75
MMP02604123	MarRef	GCA_000439515.1	PRJNA192190	SAMN02604123	CP004849.1|CP004850.1	NC_021710.1|NC_021711.1	Whole genome sequencing (WGS)	100	23729633	11722884	63	7	5	5	44.62729356	2	4624579	4321296	52	693	297	15	675	3	0	0	0	97.7	0.59	0
MMP02604124	MarRef	GCA_000439475.1	PRJNA192229	SAMN02604124	CP004846.1|CP004847.1	CP004846.1|CP004847.1	Whole genome sequencing (WGS)	100	23729633	15596166	68	6	5	5	44.91182694	2	4582353	4381505	52	693	297	17	675	1	0	0	0	97.33	0.17	0
MMP02604125	MarRef	GCA_000439555.1	PRJNA192230	SAMN02604125	CP004852.1	NC_021712.1	Whole genome sequencing (WGS)	100	23729633	11722884	64	5	5	5	44.86002956	1	4395036	4395036	52	693	297	1	689	3	0	0	0	99.89	0.59	0
MMP02604126	MarRef	GCA_000439575.1	PRJNA192231	SAMN02604126	CP004853.1|CP004854.1	NC_021713.1|NC_021718.1	Whole genome sequencing (WGS)	100	23729633	11722884	65	7	5	5	44.66652202	2	4931661	4628378	52	693	297	0	685	5	3	0	0	100	1.72	50
MMP02604127	MarRef	GCA_000439595.1	PRJNA192232	SAMN02604127	CP004855.1	NC_021714.1	Whole genome sequencing (WGS)	100	23729633	11722884	59	6	5	5	44.88449157	1	4438768	4438768	52	693	297	9	676	8	0	0	0	97.64	1.24	50
MMP02604128	MarRef	GCA_000439535.1	PRJNA192694	SAMN02604128	CP004851.1	NC_021717.1	Whole genome sequencing (WGS)	100	23729633	11722884	63	5	5	5	44.80962589	1	4442937	4442937	52	693	297	4	686	3	0	0	0	99.55	0.59	0
MMP02604184	MarRef	GCA_000008465.1	PRJNA10790	SAMN02604184	AE017340	NC_006512.1	Whole genome sequencing (WGS)	missing	15596722	14657116	57	4	4	4	47.04023994	1	2839319	2839319	52	693	297	0	692	1	0	0	0	100	0.17	0
MMP02604248	MarRef	GCA_000319385.1	PRJNA164601	SAMN02604248	CP003539.1	NC_019566.1	Whole genome sequencing (WGS)	missing	23185008	missing	42	1	1	1	34.14502249	1	1481192	1481192	564	349	230	60	289	0	0	0	0	80.94	0	0
MMP02604281	MarRef	GCA_000473245.1	PRJNA212797	SAMN02604281	CP006643.1	NC_022524.1	Whole genome sequencing (WGS)	25	27557119	10856371	88	9	9	9	46.03326746	1	4884714	4884714	128	559	183	10	546	3	0	0	0	98.36	1.23	0
MMP02604284	MarRef	GCA_000007305.1	PRJNA287	SAMN02604284	AE009950.1	NC_003413.1	Whole genome sequencing (WGS)	missing	1651.52569444444	missing	46	2	1	1	40.7698967	1	1908257	1908257	45	299	202	1	298	0	0	0	0	99.5	0	0
MMP02604302	MarRef	GCA_000328405.1	PRJNA170885	SAMN02604302	CP003973.1|CP003972.1	NC_019971.1|NC_019955.1	Whole genome sequencing (WGS)	200	23469330	missing	16	13	12	12	45.68265451	2	5890205	3567557	80	922	367	0	920	2	0	0	0	100	0.19	0
MMP02604303	MarRef	GCA_000011805.1	PRJNA12986	SAMN02604303	CP000020|CP000021|CP000022	NC_006840.2|NC_006841.2|NC_006842.1	Whole genome sequencing (WGS)	missing	15703294|1836673	2163384	12	13	12	12	38.34635322	3	4273719	2897536	80	920	366	2	918	0	0	0	0	99.8	0	0
MMP02604308	MarRef	GCA_000018105.1	PRJNA12997	SAMN02604308	CP000828|CP000838|CP000839|CP000840|CP000841|CP000842|CP000843|CP000844|CP000845|CP000846	NC_009925.1|NC_009926.1|NC_009927.1|NC_009928.1|NC_009929.1|NC_009930.1|NC_009931.1|NC_009932.1|NC_009933.1|NC_009934.1	Whole genome sequencing (WGS)	missing	18252824	18252824	1	2	2	2	46.95588727	10	8361600	6503724	89	544	424	2	530	7	3	1	1	99.53	5.07	51.16
MMP02604312	MarRef	GCA_000017845.1	PRJNA20319	SAMN02604312	CP000806|CP000810|CP000811|CP000808|CP000807|CP000809	NC_010546.1|NC_010542.1|NC_010543.1|NC_010539.1|NC_010547.1|NC_010541.1	Whole genome sequencing (WGS)	missing	18812508	8444791	1	0	2	2	37.94194064	6	5460378	4934271	79	584	458	1	583	0	0	0	0	99.96	0	0
MMP02604340	MarRef	GCA_000462975.1	PRJNA211964	SAMN02604340	CP006699.1|CP006700.1|CP006701.1	NC_022223.1|NC_022224.1|NC_022225.1	Whole genome sequencing (WGS)	6.5	24072867	10.1007/BF02850735	4	8	7	6	44.47865834	3	4117886	3063587	77	946	363	1	944	1	0	0	0	99.86	0.28	0
MMP02604343	MarRef	GCA_000230555.1	PRJNA72927	SAMN02604343	CP003075.1|CP003076.1	NC_016078.1|NC_016079.1	Whole genome sequencing (WGS)	missing	22156395	20817840	50	0	2	2	61.3640755	2	3948888	3944837	356	408	244	2	404	2	0	0	0	99.18	0.55	0
MMP02630629	MarRef	GCA_001632805.1	PRJNA224116	SAMN02630629	CP007220	NZ_CP007220.1	Whole genome sequencing (WGS)	146	27284158	missing	49	1	1	1	63.92017841	1	5029818	5029818	100	693	300	4	688	1	0	0	0	98.83	0.03	0
MMP02641497	MarRef	GCA_000511385.1	PRJNA227502	SAMN02641497	CP006966.1|CP006971.1|CP006973.1|CP006969.1|CP006967.1|CP006968.1|CP006970.1|CP006972.1	NC_023137.1|NC_023141.1|NC_023143.1|NC_023139.1|NC_023138.1|NC_023148.1|NC_023140.1|NC_023142.1	Whole genome sequencing (WGS)	22	25197473	9731295	1	4	4	4	59.43744211	8	4540156	3776653	32	625	283	2	622	1	0	0	0	99.47	0.35	0
MMP02641510	MarRef	GCA_000503895.1	PRJNA229194	SAMN02641510	CP006912	NC_022997.1	Whole genome sequencing (WGS)	22	24435868	12739074	49	1	1	1	63.88440426	1	3653838	3653838	356	411	246	4	407	0	0	0	0	98.88	0	0
MMP02641517	MarRef	GCA_000507245.1	PRJNA227794	SAMN02641517	CP006939.1	NC_023035.1	Whole genome sequencing (WGS)	365	26203324	10.1371/journal.pone.0066662	44	2	2	2	51.86034253	1	3782799	3782799	72	215	125	0	214	1	0	0	0	100	0.4	0
MMP02641594.1	MarRef	GCA_000025125.1	PRJNA30917	SAMN02641594	CP001842.1	NC_013771.1	Whole genome sequencing (WGS)	missing	20173737|19008448	20173737|19008448	39	0	2	2	31.11678439	1	1443807	1443807	79	584	458	138	446	0	0	0	0	73.92	0	0
MMP02641640	MarRef	GCA_000510265.1	PRJNA219340	SAMN02641640	CP006745.1	NZ_CP006745.1	Metagenome assembled genome (MAG)	25	24324632	23185008	42	1	1	1	34.53105287	1	1518637	1518637	564	349	230	60	289	0	0	0	0	80.94	0	0
MMP02644973	MarRef	GCA_001941365.1	PRJNA231770	SAMN02644973	CP007223	NZ_CP007223.1	Whole genome sequencing (WGS)	37.6	Http://dx.doi.org/10.1101/106989	Unpublished	49	4	4	4	31.52997821	1	1766634	1766634	5443	104	58	1	103	0	0	0	0	99.84	0	0
MMP02650334	MarRef	GCA_001941385.1	PRJNA231770	SAMN02650334	CP007389	NZ_CP007389.1	Whole genome sequencing (WGS)	33.7	Http://dx.doi.org/10.1101/106989	Unpublished	49	4	4	4	31.3980674	1	1915345	1915345	5443	104	58	1	103	0	0	0	0	98.28	0	0
MMP02687544	MarRef	GCA_001932535.1	PRJNA240964	SAMN02687544	CP017810	NZ_CP017810.1	Whole genome sequencing (WGS)	333	Https://doi.org/10.1016/j.margen.2017.08.005	Https://doi.org/10.1016/j.margen.2017.08.005	51	3	3	3	46.61957353	1	3909700	3909700	263	505	231	2	496	7	0	0	0	99.48	1.49	0
MMP02692943	MarRef	GCA_000661915.1	PRJNA242326	SAMN02692943	CP007509|CP007510	NZ_CP007509.1|NZ_CP007510.1	Whole genome sequencing (WGS)	50	missing	missing	63	4	4	4	62.25305401	2	4833396	4725662	228	583	244	0	580	3	0	0	0	100	0.55	0
MMP02716090	MarRef	GCA_000732905.1	PRJNA243375	SAMN02716090	CP007588.1	NZ_CP007588.1	Whole genome sequencing (WGS)	995	25146147	missing	75	7	6	6	40.78104337	1	1355854	1355854	177	350	163	4	346	0	0	0	0	98.04	0	0
MMP02725840	MarRef	GCA_000626635.1	PRJNA240267	SAMN02725840	CP007451.1	NZ_CP007451.1	Whole genome sequencing (WGS)	15	26796622	24523447	46	2	2	2	41.31110711	1	5132076	5132076	434	278	186	1	270	7	0	0	0	99.89	3.06	0
MMP02743506	MarRef	GCA_000691605.1	PRJNA246120	SAMN02743506	CP007656.1	NZ_CP007656.1	Whole genome sequencing (WGS)	12	21209874	missing	37	1	1	1	50.65116761	1	3830428	3830428	2258	182	111	3	179	0	0	0	0	97.75	0	0
MMP02743544	MarRef	GCA_000934525.1	PRJNA246140	SAMN02743544	CP010912	NZ_CP010912.1	Whole genome sequencing (WGS)	100	24942065	missing	68	5	5	5	44.86852638	1	4457473	4457473	5449	104	58	0	85	19	0	0	0	100	8.62	100
MMP02743545	MarRef	GCA_000730385.1	PRJNA246143	SAMN02743545	CP008849.1	CP008849.1	Whole genome sequencing (WGS)	20	24942065	23291832	57	5	5	5	44.93028623	1	4308834	4308834	52	693	297	5	687	1	0	0	0	99.59	0.17	0
MMP02744041	MarRef	GCA_000200715.1	PRJNA202	SAMN02744041	DP000238.1	DP000238.1	Metagenome assembled genome (MAG)	missing	17114289	missing	46	1	1	1	57.37338185	1	2045087	2045087	207	145	103	2	143	0	0	0	0	99.03	0	0
MMP02744159	MarRef	GCA_000832145.1	PRJNA246218	SAMN02744159	CP007633.1	NZ_CP007633.1|NC_023152.1	Whole genome sequencing (WGS)	200	25708162	10.1007/BF00409880	47	1	1	1	47.05344191	1	1851619	1851619	5443	101	56	0	101	0	0	0	0	100	0	0
MMP02769551	MarRef	GCA_000757845.1	PRJNA246696	SAMN02769551	CP007753.1	NZ_CP007753.1	Whole genome sequencing (WGS)	200	25977791	25977791	43	0	1	1	31.17348226	1	1780062	1780062	129	472	368	1	471	0	0	0	0	99.73	0	0
MMP02769563	MarRef	GCA_000757865.1	PRJNA246696	SAMN02769563	CP007754.1	NZ_CP007754.1	Whole genome sequencing (WGS)	200	25977791	25977791	41	0	1	1	34.90939004	1	1929204	1929204	129	472	368	3	469	0	0	0	0	99.18	0	0
MMP02769646	MarRef	GCA_000511355.1	PRJNA74371	SAMN02769646	CP006773.1|CP006774.1|CP006775.1	NC_023135.1|NC_023146.1|NC_023136.1	Whole genome sequencing (WGS)	unknown	24501651	12054249	69	0	4	4	43.13737333	4	1788070	1737502	32	625	283	1	624	0	0	0	0	99.82	0	0
MMP02770278	MarRef	GCA_000739395.1	PRJNA245044	SAMN02770278	CP007627	NZ_CP007627.1	Whole genome sequencing (WGS)	40	25237017	missing	50	0	6	6	32.49435057	1	2900736	2900736	81	511	283	2	507	2	0	0	0	99.29	0.44	0
MMP02800399	MarRef	GCA_000835165.1	PRJNA172963	SAMN02800399	CP007790.1|CP007792.1|CP007791.1	NZ_CP007790.1|NZ_CP007792.1|NZ_CP007791.1	Whole genome sequencing (WGS)	243.8	19783605	19783605	54	4	4	4	67.75253287	3	2729220	2607268	229	457	227	1	455	1	0	0	0	99.89	0.44	0
MMP02838508	MarRef	GCA_000769655.1	PRJNA251677	SAMN02838508	CP008887.1|CP008888.1	NZ_CP008887.1	Whole genome sequencing (WGS)	1100	25288278	25288278	46	2	1	1	53.45406093	2	2126165	2122535	45	299	202	0	299	0	0	0	0	100	0	0
MMP02848474	MarRef	GCA_001682155.1	PRJNA252014	SAMN02848474	CP008725	NZ_CP008725.1	Metagenome assembled genome (MAG)	115.8	missing	missing	39	1	1	1	36.35607894	1	1714149	1714149	1495	242	151	7	235	0	0	0	0	96.36	0	0
MMP02870886	MarRef	GCA_000818095.1	PRJNA253510	SAMN02870886	CP009416.1|CP009417.1	NZ_CP009416.1|NZ_CP009417.1	Whole genome sequencing (WGS)	314.27	25858153	10.1099/ijs.0.000242	44	9	9	9	42.36849586	2	4119510	3516439	750	275	151	2	257	16	0	0	0	99.12	6.18	0
MMP02900749	MarRef	GCA_000831225.1	PRJNA254201	SAMN02900749	CP008878.1	NZ_CP008878.1	Whole genome sequencing (WGS)	unknown	25480749	25480749|10401582	39	0	1	1	32.36558662	1	2698021	2698021	81	511	283	2	507	2	0	0	0	99.29	0.44	0
