mmp_ID	DB	assembly_accession	bioproject_accession	biosample_accession	genbank_accession	NCBI_refseq_accession	analysis_project_type	sequencing_depth	publication_pmid	ref_biomaterial	tRNAs	rRNA5S	rRNA16S	rRNA23S	GC	contigs	Assembly_length	N50	genomes	markers	marker_sets	zero	one	two	three	four	fivepluss	Completeness	Contamination	Strain_heterogeneity
MMP04458025	MarDB	GCA_001566825.1	PRJNA301966	SAMN04458025	LSMQ00000000	missing	Whole genome sequencing (WGS)	36.0	missing	missing	1	0	0	0	42.36007458	126	1333247	12131	5449	104	58	61	43	0	0	0	0	51.61	0	0
MMP04458024	MarDB	GCA_001566885.1	PRJNA301966	SAMN04458024	LSMR00000000	missing	Whole genome sequencing (WGS)	35.0	missing	missing	1	0	0	0	45.74215735	265	3130988	14501	43	529	233	94	421	13	1	0	0	85.55	3.05	18.75
MMP04458762	MarDB	GCA_001566895.1	PRJNA301966	SAMN04458762	LSMS00000000	missing	Whole genome sequencing (WGS)	74.0	missing	missing	1	0	0	0	38.66822926	332	3063291	10360	52	693	297	191	458	43	1	0	0	69.55	5.05	13.04
MMP04158509	MarDB	GCA_001469455.1	PRJNA298352	SAMN04158509	LMTQ01000000	missing	Whole genome sequencing (WGS)	153.0	missing	missing	1	6	3	1	71.75326783	973	7687138	13561	60	460	233	1	450	9	0	0	0	99.79	1.93	11.11
MMP03323802	MarDB	GCA_001007635.1	PRJNA274222	SAMN03323802	JYFQ01000000	missing	Whole genome sequencing (WGS)	126.0	26037118	missing	1	0	1	1	58.70872359	229	2209102	14814	129	472	368	40	426	5	1	0	0	89.95	1.22	0
MMP02903909	MarDB	GCA_000735115.1	PRJNA254440	SAMN02903909	JPNZ01000000	missing	Whole genome sequencing (WGS)	300.0	25477413	missing	1	7	6	5	43.59033927	13	4261420	1100410	36	1200	269	1	1191	8	0	0	0	99.81	0.71	0
MMP02946409	MarDB	GCA_000817815.1	PRJNA189697	SAMN02946409	JPRD01000000	missing	Whole genome sequencing (WGS)	77.0	missing	missing	3	0	1	1	45.03306343	119	6345381	124014	80	922	367	0	912	9	1	0	0	100	1.43	0
MMP03344099	MarDB	GCA_001235865.1	PRJNA193448	SAMN03344099	JYNE01000000	missing	Whole genome sequencing (WGS)	500.0	missing	missing	2	1	0	1	64.30180151	28	3094737	251805	26	569	293	2	566	1	0	0	0	99.82	0.34	0
MMP02954503	MarDB	GCA_000746985.1	PRJNA257751	SAMN02954503	JPWL00000000	missing	Whole genome sequencing (WGS)	25.0	missing	missing	2	12	7	7	60.54674194	118	4788110	106385	541	304	171	2	302	0	0	0	0	99.67	0	0
MMP03323945	MarDB	GCA_000967655.1	PRJNA242743	SAMN03323945	JXYA01000000	missing	Whole genome sequencing (WGS)	104.0	25776698	missing	1	0	1	2	48.87010377	165	5760707	130408	26	752	296	1	747	4	0	0	0	99.89	0.6	0
MMP04534564	MarDB	GCA_001626115.1	PRJNA289734	SAMN04534564	LUNO00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	44.57170566	457	3790454	10093	52	693	297	116	570	6	1	0	0	86.56	1.23	0
MMP04534560	MarDB	GCA_001626275.1	PRJNA289734	SAMN04534560	LUNK00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	44.51220832	102	4341546	93333	52	693	297	39	652	2	0	0	0	95.45	0.51	0
MMP04534563	MarDB	GCA_001626315.1	PRJNA289734	SAMN04534563	LUNN00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	44.56952283	543	3113603	6179	52	693	297	173	510	10	0	0	0	72.45	1.06	30
MMP04534562	MarDB	GCA_001626335.1	PRJNA289734	SAMN04534562	LUNM00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	1	43.95252707	514	2640326	5721	52	693	297	296	385	12	0	0	0	59.05	2.39	0
MMP04534561	MarDB	GCA_001626355.1	PRJNA289734	SAMN04534561	LUNL00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	4	0	0	0	44.59435142	490	2550693	5577	52	693	297	284	406	3	0	0	0	59.41	0.57	33.33
MMP04534552	MarDB	GCA_001626205.1	PRJNA289734	SAMN04534552	LUNC00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	39.09268945	517	2577111	5269	86	689	365	193	473	23	0	0	0	70.65	4.32	4.35
MMP04534554	MarDB	GCA_001626225.1	PRJNA289734	SAMN04534554	LUNE00000000	missing	Metagenome assembled genome (MAG)	50	missing	missing	1	0	0	0	70.75065079	432	2042148	4951	387	330	193	135	179	16	0	0	0	51.42	4.32	12.5
MMP04534555	MarDB	GCA_001626145.1	PRJNA289734	SAMN04534555	LUNF00000000	missing	Metagenome assembled genome (MAG)	50	missing	missing	1	0	0	0	71.8601784	333	3516195	14645	387	330	193	21	284	25	0	0	0	94.26	6.23	4
MMP04534556	MarDB	GCA_001626245.1	PRJNA289734	SAMN04534556	LUNG00000000	missing	Metagenome assembled genome (MAG)	50	missing	missing	1	0	1	0	72.11665316	83	3558755	84501	387	330	193	17	304	9	0	0	0	95.21	2.8	0
MMP04534557	MarDB	GCA_001628525.1	PRJNA289734	SAMN04534557	LUNH00000000	missing	Metagenome assembled genome (MAG)	50	missing	missing	4	0	0	0	72.12246742	104	3490169	53017	387	330	193	15	308	7	0	0	0	95.55	1.9	0
MMP04534558	MarDB	GCA_001628515.1	PRJNA289734	SAMN04534558	LUNI00000000	missing	Metagenome assembled genome (MAG)	50	missing	missing	2	0	1	0	72.14976721	54	3465752	98322	387	330	193	21	306	3	0	0	0	94.04	0.86	0
MMP04534559	MarDB	GCA_001626295.1	PRJNA289734	SAMN04534559	LUNJ00000000	missing	Metagenome assembled genome (MAG)	50	missing	missing	1	0	0	0	72.07581169	44	3472921	137540	387	330	193	23	304	3	0	0	0	93.99	0.95	0
MMP04534565	MarDB	GCA_001626465.1	PRJNA289734	SAMN04534565	LUNP00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	7	1	1	0	63.72444669	10	2687959	484791	26	569	293	45	524	0	0	0	0	94.2	0	0
MMP04534566	MarDB	GCA_001626415.1	PRJNA289734	SAMN04534566	LUNQ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	1	0	1	63.71449396	8	2687817	484686	26	569	293	45	524	0	0	0	0	94.2	0	0
MMP04534567	MarDB	GCA_001626435.1	PRJNA289734	SAMN04534567	LUNR00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	23	1	1	0	63.72356936	7	2686229	564823	26	569	293	45	524	0	0	0	0	94.2	0	0
MMP04534568	MarDB	GCA_001626455.1	PRJNA289734	SAMN04534568	LUNS00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	1	63.55896992	99	2931410	57914	26	569	293	49	509	11	0	0	0	95.31	2.5	9.09
MMP04534569	MarDB	GCA_001626365.1	PRJNA289734	SAMN04534569	LUNT00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	1	1	0	63.53785367	94	2793626	52738	26	569	293	74	490	5	0	0	0	92.64	1	0
MMP04534570	MarDB	GCA_001626395.1	PRJNA289734	SAMN04534570	LUNU00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	1	0	1	63.71531033	7	2688120	564793	26	569	293	45	524	0	0	0	0	94.2	0	0
MMP04534571	MarDB	GCA_001626495.1	PRJNA289734	SAMN04534571	LUNV00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	1	63.59026158	23	2931441	160286	26	569	293	40	525	4	0	0	0	96.96	0.88	0
MMP04534572	MarDB	GCA_001626545.1	PRJNA289734	SAMN04534572	LUNW00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	12	1	1	0	63.72112885	12	2681310	413689	26	569	293	47	522	0	0	0	0	94.09	0	0
MMP04534573	MarDB	GCA_001626515.1	PRJNA289734	SAMN04534573	LUNX00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	3	1	1	1	63.64151725	18	2871770	240712	26	569	293	32	533	4	0	0	0	96.43	0.94	0
MMP04534574	MarDB	GCA_001626595.1	PRJNA289734	SAMN04534574	LUNY00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	0	63.5255775	285	2886971	13959	26	569	293	57	499	13	0	0	0	89.07	1.25	23.08
MMP04534575	MarDB	GCA_001626605.1	PRJNA289734	SAMN04534575	LUNZ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	0	0	0	47.20366515	60	2257151	58121	52	693	297	86	605	2	0	0	0	87.4	0.34	0
MMP04534576	MarDB	GCA_001626525.1	PRJNA289734	SAMN04534576	LUOA00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	47.26533775	57	2382488	59624	52	693	297	62	627	4	0	0	0	91.61	0.74	0
MMP04534586	MarDB	GCA_001626835.1	PRJNA289734	SAMN04534586	LUOK00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	57.61693787	527	2885464	5846	263	506	232	124	379	3	0	0	0	72.36	0.89	66.67
MMP04534587	MarDB	GCA_001626955.1	PRJNA289734	SAMN04534587	LUOL00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	57.00854806	262	4372218	33177	263	506	232	69	431	6	0	0	0	88.75	2.59	83.33
MMP04534588	MarDB	GCA_001626795.1	PRJNA289734	SAMN04534588	LUOM00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	57.20595916	500	3266366	7667	5449	104	58	58	46	0	0	0	0	64.83	0	0
MMP04534589	MarDB	GCA_001626805.1	PRJNA289734	SAMN04534589	LUON00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	58.55563849	609	2659445	4563	26	569	293	241	284	41	3	0	0	57.47	8.31	4
MMP04534590	MarDB	GCA_001626765.1	PRJNA289734	SAMN04534590	LUOO00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	0	0	0	64.31204261	122	4245292	57211	67	616	330	44	567	5	0	0	0	91.97	0.68	20
MMP04534591	MarDB	GCA_001626915.1	PRJNA289734	SAMN04534591	LUOP00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	0	0	0	64.34778472	28	3868186	984585	67	616	330	101	514	1	0	0	0	83	0.08	0
MMP04534607	MarDB	GCA_001627255.1	PRJNA289734	SAMN04534607	LUPF00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	71.81812036	94	3757166	65809	387	330	193	41	286	2	1	0	0	85.62	1.3	60
MMP04534608	MarDB	GCA_001627155.1	PRJNA289734	SAMN04534608	LUPG00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	71.39970582	485	2250330	4763	387	330	193	139	188	3	0	0	0	57.45	1.17	0
MMP04534609	MarDB	GCA_001627295.1	PRJNA289734	SAMN04534609	LUPH00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	71.6907718	313	3901106	18663	387	330	193	20	302	8	0	0	0	92.83	3.37	87.5
MMP04534610	MarDB	GCA_001627265.1	PRJNA289734	SAMN04534610	LUPI00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	1	71.93522719	104	3675925	52783	387	330	193	26	301	3	0	0	0	91.19	0.86	0
MMP04534611	MarDB	GCA_001627175.1	PRJNA289734	SAMN04534611	LUPJ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	0	0	0	71.62602708	387	3441062	11238	387	330	193	56	271	3	0	0	0	81.91	1.21	33.33
MMP04534612	MarDB	GCA_001627335.1	PRJNA289734	SAMN04534612	LUPK00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	72.09150433	61	3555154	81104	387	330	193	26	304	0	0	0	0	91.45	0	0
MMP04534613	MarDB	GCA_001627345.1	PRJNA289734	SAMN04534613	LUPL00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	4	0	1	1	71.72555222	291	4168283	23934	387	330	193	33	287	10	0	0	0	90.24	3.87	60
MMP04534614	MarDB	GCA_001627415.1	PRJNA289734	SAMN04534614	LUPM00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	71.01320825	439	2337782	5899	387	330	193	126	200	4	0	0	0	59.33	1.26	0
MMP04534615	MarDB	GCA_001627495.1	PRJNA289734	SAMN04534615	LUPN00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	0	0	0	71.4084077	503	2845987	6240	387	330	193	65	262	3	0	0	0	77.07	0.6	33.33
MMP04534616	MarDB	GCA_001627505.1	PRJNA289734	SAMN04534616	LUPO00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	3	0	0	0	72.16156534	56	3482430	92181	387	330	193	49	281	0	0	0	0	84.2	0	0
MMP04534617	MarDB	GCA_001627315.1	PRJNA289734	SAMN04534617	LUPP00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	71.94555326	116	3700130	55126	387	330	193	44	283	3	0	0	0	83.16	0.76	66.67
MMP04534618	MarDB	GCA_001627395.1	PRJNA289734	SAMN04534618	LUPQ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	71.8930335	164	3683770	39550	387	330	193	22	308	0	0	0	0	92.27	0	0
MMP04534619	MarDB	GCA_001627555.1	PRJNA289734	SAMN04534619	LUPR00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	30.49816633	151	1042443	9452	129	472	368	209	231	24	8	0	0	56.79	8.23	6.25
MMP04534620	MarDB	GCA_001627525.1	PRJNA289734	SAMN04534620	LUPS00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	30.91328423	152	1067499	8240	129	472	368	182	272	17	1	0	0	61.9	4.38	5
MMP04534621	MarDB	GCA_001627445.1	PRJNA289734	SAMN04534621	LUPT00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	1	31.06817064	113	1010391	11612	129	472	368	198	248	22	3	1	0	60.15	6.75	10.81
MMP04534622	MarDB	GCA_001627435.1	PRJNA289734	SAMN04534622	LUPU00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	30.83786053	123	1058971	11936	129	472	368	175	273	17	7	0	0	61.47	6.97	7.89
MMP04534623	MarDB	GCA_001627475.1	PRJNA289734	SAMN04534623	LUPV00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	31.33186312	101	926852	12827	129	472	368	213	242	15	2	0	0	55.19	4.35	4.76
MMP04534655	MarDB	GCA_001628055.1	PRJNA289734	SAMN04534655	LURA00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	64.99968926	103	3057190	53837	26	569	293	100	465	4	0	0	0	80.69	0.73	0
MMP04534656	MarDB	GCA_001628235.1	PRJNA289734	SAMN04534656	LURB00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	1	65.06968299	118	3235725	39809	26	569	293	56	511	2	0	0	0	90.42	0.34	0
MMP04534657	MarDB	GCA_001628255.1	PRJNA289734	SAMN04534657	LURC00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	0	0	65.29307325	439	1753333	4039	26	569	293	292	268	9	0	0	0	51.37	1.13	0
MMP04534658	MarDB	GCA_001628135.1	PRJNA289734	SAMN04534658	LURD00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	64.19580384	463	1952975	4307	26	569	293	277	270	22	0	0	0	50.42	3.81	0
MMP04534659	MarDB	GCA_001628115.1	PRJNA289734	SAMN04534659	LURE00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	3	1	0	0	65.17160269	43	3463553	107216	26	569	293	20	545	4	0	0	0	96.19	0.68	0
MMP04534660	MarDB	GCA_001628315.1	PRJNA289734	SAMN04534660	LURF00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	64.91543526	399	1751853	4459	26	569	293	272	293	4	0	0	0	50.93	0.76	0
MMP04534661	MarDB	GCA_001628175.1	PRJNA289734	SAMN04534661	LURG00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	64.83571743	337	2137780	7343	26	569	293	169	381	19	0	0	0	67.41	3.6	5.26
MMP04534662	MarDB	GCA_001628085.1	PRJNA289734	SAMN04534662	LURH00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	3	0	1	0	65.16834425	73	3450103	75059	26	569	293	45	522	2	0	0	0	92.41	0.34	0
MMP04534663	MarDB	GCA_001628265.1	PRJNA289734	SAMN04534663	LURI00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	0	0	65.25444431	11	2906412	382262	26	569	293	84	483	2	0	0	0	81.99	0.34	0
MMP04534664	MarDB	GCA_001628295.1	PRJNA289734	SAMN04534664	LURJ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	2	1	62.76050742	78	1799133	35818	129	472	368	20	449	3	0	0	0	95.2	0.82	100
MMP04534665	MarDB	GCA_001628325.1	PRJNA289734	SAMN04534665	LURK00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	62.75719852	81	1776303	39238	129	472	368	26	445	1	0	0	0	94.84	0.27	100
MMP04534666	MarDB	GCA_001628395.1	PRJNA289734	SAMN04534666	LURL00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	52.19952965	219	1123422	5355	129	472	368	220	224	28	0	0	0	53.13	6.66	0
MMP04534667	MarDB	GCA_001628345.1	PRJNA289734	SAMN04534667	LURM00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	0	1	1	38.38416232	97	1577807	28067	1495	242	151	25	210	7	0	0	0	86.6	3.53	0
MMP04534668	MarDB	GCA_001628405.1	PRJNA289734	SAMN04534668	LURN00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	1	38.34510646	77	1606484	34584	1495	242	151	25	214	3	0	0	0	87.58	1.32	0
MMP04534669	MarDB	GCA_001628365.1	PRJNA289734	SAMN04534669	LURO00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	3	0	0	0	39.84009623	262	1832227	8940	1495	242	151	92	133	16	1	0	0	65.97	7.86	0
MMP04534553	MarDB	GCA_001626195.1	PRJNA289734	SAMN04534553	LUND00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	62.52196121	255	1370029	5918	488	310	185	115	195	0	0	0	0	60.63	0	0
MMP04534547	MarDB	GCA_001628605.1	PRJNA289734	SAMN04534547	LUMX00000000	missing	Whole genome sequencing (WGS)	50	27377622	missing	1	0	0	0	71.5521417	226	2021175	10865	901	171	117	23	144	4	0	0	0	82.54	2.23	0
MMP04534548	MarDB	GCA_001628595.1	PRJNA289734	SAMN04534548	LUMY00000000	missing	Whole genome sequencing (WGS)	50	27377622	missing	2	0	1	0	71.5765617	257	2098497	10419	901	171	117	27	140	4	0	0	0	84.58	2.56	0
MMP04534549	MarDB	GCA_001628575.1	PRJNA289734	SAMN04534549	LUMZ00000000	missing	Whole genome sequencing (WGS)	50	27377622	missing	1	0	0	0	71.40701064	338	1757158	5613	901	171	117	27	138	6	0	0	0	79.65	1.59	0
MMP04534550	MarDB	GCA_001626125.1	PRJNA289734	SAMN04534550	LUNA00000000	missing	Whole genome sequencing (WGS)	50	27377622	missing	1	0	1	0	71.36828267	328	1726690	5991	901	171	117	50	120	1	0	0	0	63.46	0.43	0
MMP04534551	MarDB	GCA_001626165.1	PRJNA289734	SAMN04534551	LUNB00000000	missing	Whole genome sequencing (WGS)	50	27377622	missing	1	0	1	0	71.4514683	262	2149389	10521	901	171	117	25	139	7	0	0	0	80.48	4.7	14.29
MMP04534577	MarDB	GCA_001626615.1	PRJNA289734	SAMN04534577	LUOB00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	0	0	0	39.00538185	62	1587745	42456	2993	147	91	75	67	5	0	0	0	53.3	4.4	0
MMP04534578	MarDB	GCA_001626655.1	PRJNA289734	SAMN04534578	LUOC00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	0	0	54.33095657	234	1432478	6938	2993	147	91	37	109	1	0	0	0	71.25	0.18	100
MMP04534579	MarDB	GCA_001626685.1	PRJNA289734	SAMN04534579	LUOD00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	0	54.05571239	233	1649328	8414	2993	147	91	40	106	1	0	0	0	68.83	0.1	0
MMP04534580	MarDB	GCA_001626675.1	PRJNA289734	SAMN04534580	LUOE00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	2	0	1	0	41.832106	201	1478135	9135	2993	147	91	36	109	2	0	0	0	71.59	2.2	0
MMP04534581	MarDB	GCA_001626725.1	PRJNA289734	SAMN04534581	LUOF00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	51.41160941	280	1362877	5229	2993	147	91	56	88	3	0	0	0	60.19	2.2	0
MMP04534582	MarDB	GCA_001626755.1	PRJNA289734	SAMN04534582	LUOG00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	54.32201284	264	1271676	5119	2993	147	91	77	69	1	0	0	0	56.03	0.55	100
MMP04534583	MarDB	GCA_001626845.1	PRJNA289734	SAMN04534583	LUOH00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	41.55415351	217	1151495	6206	2993	147	91	60	86	1	0	0	0	57.24	0.1	100
MMP04534584	MarDB	GCA_001626695.1	PRJNA289734	SAMN04534584	LUOI00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	0	54.56461061	225	1090564	5375	2993	147	91	77	69	1	0	0	0	51.87	0.1	0
MMP04534585	MarDB	GCA_001626875.1	PRJNA289734	SAMN04534585	LUOJ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	38.1309249	15	238717	19512	5449	104	58	100	4	0	0	0	0	5.17	0	0
MMP04534592	MarDB	GCA_001626895.1	PRJNA289734	SAMN04534592	LUOQ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	41.90971567	154	2226300	19790	1164	275	174	43	232	0	0	0	0	88.43	0	0
MMP04534593	MarDB	GCA_001626925.1	PRJNA289734	SAMN04534593	LUOR00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	42.06517464	80	2384854	49781	1164	275	174	6	269	0	0	0	0	97.84	0	0
MMP04534594	MarDB	GCA_001626975.1	PRJNA289734	SAMN04534594	LUOS00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	41.87098907	306	1603430	5697	1164	275	174	99	174	2	0	0	0	70.24	0.77	0
MMP04534595	MarDB	GCA_001627135.1	PRJNA289734	SAMN04534595	LUOT00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	8	0	0	0	41.97526154	100	2411549	35524	1164	275	174	31	244	0	0	0	0	97.05	0	0
MMP04534596	MarDB	GCA_001626995.1	PRJNA289734	SAMN04534596	LUOU00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	41.93886618	270	1881708	9062	1164	275	174	74	201	0	0	0	0	77.39	0	0
MMP04534597	MarDB	GCA_001627035.1	PRJNA289734	SAMN04534597	LUOV00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	42.04023838	95	2351735	46731	1164	275	174	11	262	2	0	0	0	95.11	1.15	0
MMP04534598	MarDB	GCA_001626575.1	PRJNA289734	SAMN04534598	LUOW00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	1	42.03937726	287	1707178	6771	1164	275	174	58	212	5	0	0	0	76.75	2.04	0
MMP04534624	MarDB	GCA_001627575.1	PRJNA289734	SAMN04534624	LUPW00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	40.20303401	129	1642779	33046	84	568	330	228	305	34	1	0	0	55.98	5.81	10.81
MMP04534625	MarDB	GCA_001627375.1	PRJNA289734	SAMN04534625	LUPX00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	39.72990239	113	2070881	29904	84	568	330	115	447	6	0	0	0	79.55	1	33.33
MMP04534626	MarDB	GCA_001627595.1	PRJNA289734	SAMN04534626	LUPY00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	1	1	39.68215902	202	2026548	14876	84	568	330	136	402	30	0	0	0	77.28	4.56	3.33
MMP04534627	MarDB	GCA_001627605.1	PRJNA289734	SAMN04534627	LUPZ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	1	2	2	40.33541641	235	1933358	13223	84	568	330	217	283	68	0	0	0	55.64	10.44	16.18
MMP04534628	MarDB	GCA_001627215.1	PRJNA289734	SAMN04534628	LUQA00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	2	2	2	39.61811976	192	1892321	14852	5449	104	58	31	57	16	0	0	0	72.26	8.62	0
MMP04534629	MarDB	GCA_001627635.1	PRJNA289734	SAMN04534629	LUQB00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	2	2	2	40.01391505	357	1792304	5472	84	568	330	249	302	16	1	0	0	57.51	3.69	5.26
MMP04534630	MarDB	GCA_001627925.1	PRJNA289734	SAMN04534630	LUQC00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	2	0	40.42358484	111	2413873	51857	84	568	330	53	506	8	1	0	0	89.2	1.41	0
MMP04534631	MarDB	GCA_001627705.1	PRJNA289734	SAMN04534631	LUQD00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	62.98156602	247	1514486	6991	564	347	229	75	271	1	0	0	0	73.76	0.44	0
MMP04534632	MarDB	GCA_001627655.1	PRJNA289734	SAMN04534632	LUQE00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	1	62.92467316	247	1581216	8040	564	347	229	72	275	0	0	0	0	77.18	0	0
MMP04534633	MarDB	GCA_001627915.1	PRJNA289734	SAMN04534633	LUQF00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	46.77396973	357	1751115	5230	2258	190	119	80	107	3	0	0	0	52.11	0.94	0
MMP04534634	MarDB	GCA_001627685.1	PRJNA289734	SAMN04534634	LUQG00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	47.24786505	373	1726387	4828	2258	190	119	69	120	1	0	0	0	54.13	0.05	0
MMP04534635	MarDB	GCA_001627765.1	PRJNA289734	SAMN04534635	LUQH00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	1	0	43.25020629	328	2120850	7585	2993	143	89	61	72	10	0	0	0	55.09	4.09	80
MMP04534636	MarDB	GCA_001627795.1	PRJNA289734	SAMN04534636	LUQI00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	42.84807466	83	3353950	67180	2258	190	119	19	171	0	0	0	0	90.94	0	0
MMP04534638	MarDB	GCA_001627675.1	PRJNA289734	SAMN04534638	LUQJ00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	47.46368961	416	2538254	6807	2258	190	119	42	144	4	0	0	0	72.24	2.94	25
MMP04534639	MarDB	GCA_001627975.1	PRJNA289734	SAMN04534639	LUQK00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	42.38598026	455	1952162	4395	2258	188	117	63	110	12	3	0	0	61.76	3.12	57.14
MMP04534640	MarDB	GCA_001627755.1	PRJNA289734	SAMN04534640	LUQL00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	1	0	0	0	42.39530977	191	2789969	23038	2258	190	119	26	161	3	0	0	0	82.23	1.73	0
MMP04534641	MarDB	GCA_001627815.1	PRJNA289734	SAMN04534641	LUQM00000000	missing	Whole genome sequencing (WGS)	50	missing	missing	4	1	0	1	42.85489605	128	3051950	35254	2258	190	119	18	171	1	0	0	0	86.99	0.05	0
